mean,stdev,var,K
1.02960352494847,1.1005684451549316,2,5
0.33857185719862115,2.0905364080709656,2,10
0.07052969975047657,1.4887406597597888,2,25
0.5104564622044558,2.0798761431127777,2,50
-0.1994959537478292,1.9409751010174667,2,75
-0.17169126347435043,1.8856209826586574,2,100
1.4391432407624987,2.0596034652735415,3,5
0.6965950421872553,2.8830712527298528,3,10
-0.26342758474197686,2.8305769598456094,3,25
0.39968587961721586,3.130496895819369,3,50
0.7389145183728032,2.7406989142993132,3,75
-0.5780486643196142,2.84711623371072,3,100
-2.2742175350046727,2.2357334061531775,4,5
0.6288948645372541,4.4376777578593956,4,10
0.04841550356240248,4.349064097750578,4,25
0.24075943981298048,3.63241186615779,4,50
-0.3814631626009959,3.7608334850519958,4,75
0.002502593890682378,3.6139134826813475,4,100
0.4307571837537118,0.8015104392108364,1,5
0.08463533511280645,0.807798870227791,1,10
0.15049701358939205,0.902182156156746,1,25
0.16578010175431146,0.8326979812399544,1,50
-0.06062485649446169,1.0002782586638386,1,75
0.030419710485292323,1.0439138144614417,1,100
-1.7007912328910644,1.471516720459669,2,5
0.11913790209910004,2.169902103326331,2,10
-0.4438509738130974,2.02410133822268,2,25
-0.29706981749695954,2.052668645978157,2,50
0.18677163869142466,1.9935333881527186,2,75
-0.10518136315513503,1.895322701550322,2,100
1.0784877037220233,2.6698418109948765,3,5
-0.07197523106462048,1.4005507262310135,3,10
-0.4968616738478812,2.720900513775737,3,25
0.3761014904958415,2.819934942236118,3,50
-0.40795148732690834,2.7817615133423423,3,75
0.22794918369663708,3.016340346167711,3,100
0.08482236606068941,4.043761267315133,4,5
-0.3686373602307884,3.674882224858452,4,10
-0.9165527406381463,3.615925095631978,4,25
0.7608719787614986,4.0101987871276865,4,50
-0.7299024741922059,3.6391050431717344,4,75
-0.09725484939117371,4.104950767430273,4,100
0.11158543693287516,0.581516449425729,1,5
0.08177866308178555,1.1288821159549114,1,10
-0.0019294420341785397,0.712127834887105,1,25
0.01864193989376215,1.039249260172101,1,50
-0.04239898813852629,0.8965249765724379,1,75
0.018821437799760164,0.9949865982577648,1,100
0.7850580620433899,1.0246235790938956,2,5
-1.4059496450390743,1.4723281891636448,2,10
0.5413675174464172,2.295969489650393,2,25
0.517992934311041,1.7064559083068156,2,50
0.5595249432248235,1.8104321373410133,2,75
-0.3063251666806549,1.9821761731329854,2,100
0.15419412161991142,2.3479674227310623,3,5
1.1549020041445166,2.017598360512875,3,10
-1.017030594330752,3.2620316298733574,3,25
0.3818769674907284,2.597027824937449,3,50
0.19045297093878796,2.88105199753749,3,75
-0.3289575888870323,3.0983738281294393,3,100
-1.5621995494610363,5.485358808716271,4,5
-1.135413893651274,4.650051412725958,4,10
0.693814394837607,3.568598268998576,4,25
-0.8680971687659628,4.000088095432147,4,50
-0.5752580783344472,3.6287335833858423,4,75
0.06261204073939178,4.2057395710022965,4,100
-0.4100894297352168,0.9394784688702214,1,5
0.2926826150054689,0.9403696866462271,1,10
-0.06576444259556274,0.7784857090517747,1,25
-0.03411810635868269,0.8586536962714278,1,50
-0.1983504074228402,1.0661461759287882,1,75
-0.02521884289488445,0.8632203701052052,1,100
-1.3035834176385854,2.9851135397964765,2,5
-0.5780749873965769,3.4743498913294855,2,10
0.3090566025675793,1.8219309368396348,2,25
0.13074651557723221,2.434591554718672,2,50
-0.06680554080735515,1.9789038711370155,2,75
-0.1648104360116132,2.1558029650352184,2,100
1.2268105392344313,1.9222453625872733,3,5
1.1720365045840058,2.7951197894658897,3,10
-1.2113835957832657,2.6228451268048962,3,25
-0.4022372924912099,3.334366917032982,3,50
-0.7506039744068419,2.7900362104250247,3,75
-0.5716564221751206,2.9913928214633696,3,100
-3.0219627193508134,1.8161385857908559,4,5
0.039516591674727174,5.069779086816167,4,10
0.5436125348262986,3.8960474666297435,4,25
-0.706694485642947,4.091170454170788,4,50
-0.16924077891744677,4.242355459707328,4,75
-0.21212768308469035,4.085868840060721,4,100
0.6333699006160711,0.9575924034039196,1,5
-0.17372151259824126,1.4860287328499457,1,10
-0.2756087639903978,1.1741963939757,1,25
-0.02649599027905532,0.978450630686337,1,50
-0.10649830529896234,1.031640794106014,1,75
0.08373730395869562,1.0608311578074796,1,100
1.423240673542025,2.3638733625411996,2,5
0.4387254449888128,2.0093396908807333,2,10
-0.17572942380065903,1.9039315743557386,2,25
0.4995353442209301,1.7291297198025852,2,50
0.13405572046176462,2.172870956394764,2,75
-0.40773019804764904,1.9977563879601818,2,100
-3.9916617536292014,3.49613783843369,3,5
-1.3103059696732102,3.219057378749131,3,10
0.15484972479766967,3.5316022848868567,3,25
-0.19466295853107113,3.249782760796661,3,50
-0.12455161958933013,2.769637809321282,3,75
0.04826707922620611,2.8662778461381118,3,100
-0.1318374496439929,4.476119194587972,4,5
2.865086378064018,4.591456422675406,4,10
-0.0031889803256480716,4.097768478669241,4,25
-0.2472729322034868,3.8208220899221512,4,50
1.2404810422798673,4.361304719303735,4,75
-0.3043614836700742,3.756026829076297,4,100
-0.14249614468913974,0.7939643844476145,1,5
-0.3260734930118399,0.703453931189574,1,10
0.15265609746029374,0.8437043750045863,1,25
-0.16202292709521005,1.0625662026759184,1,50
-0.009188815926320211,0.8768441432684055,1,75
-0.12646174324891174,1.0066322192371011,1,100
-1.8860581253977242,1.5339048759251932,2,5
0.07275961657869551,2.18549545240385,2,10
0.3679990051811723,2.202399951554365,2,25
0.12088485137573948,2.031525118034006,2,50
-0.032546904683114025,1.922939078509808,2,75
0.12431167247705081,1.894396022206638,2,100
1.7981478562166366,2.707343645133939,3,5
-0.0341190036284397,2.0321610976479865,3,10
0.44405673379078586,3.821707693464126,3,25
0.026803727919377126,2.501065779003169,3,50
-0.07783924891600633,2.958773020642793,3,75
0.11532036679836814,2.5997472730345645,3,100
0.07316853161790143,4.95437808026494,4,5
-0.11545621616400635,3.6424143233562365,4,10
0.035747756655258804,4.749389173618504,4,25
-1.1615865740925095,3.6007010619156095,4,50
0.5502083037286875,3.8895077612442543,4,75
-0.08993707930203518,4.2668957312067555,4,100
-0.6868528966681802,1.1054238259081615,1,5
-0.18673455962795704,1.05251756556587,1,10
0.30134354284668863,0.9563722092224796,1,25
-0.14081729136635235,1.1692840018147028,1,50
-0.0930762937156693,1.0478680377874707,1,75
-0.0100062189688311,0.9214622214920225,1,100
0.4540867161354977,1.4304095159925054,2,5
-0.004790343181231053,1.4295956712274362,2,10
0.604040518094553,1.6680044485678076,2,25
0.2328319159830693,2.429532530850077,2,50
0.25488305490434826,2.111359859300503,2,75
0.15691087227314637,1.8859454764518886,2,100
0.25732432803707217,2.873519124798938,3,5
-0.8853087497823664,3.296953011142639,3,10
-0.09867031443864192,2.721383503871038,3,25
0.39350617940851695,3.0020124947444016,3,50
-0.37400000842681247,3.1459603718174574,3,75
-0.32554528889113604,2.839002322645025,3,100
-2.8949264601937568,2.0333763410672665,4,5
1.2047086834601974,2.97167526496487,4,10
0.7389570503919698,4.339748687057504,4,25
-0.6118124809116144,3.724652969744062,4,50
0.36986382800169015,4.010525833572867,4,75
0.2818519265158108,4.295688300795159,4,100
-0.29780906122480233,0.3100357056204385,1,5
0.18806616179644997,1.2929707471281289,1,10
-0.04238491177944676,1.107738075948754,1,25
-0.32199265463187376,0.9583157935064164,1,50
0.003749650321578257,0.9725087032592213,1,75
0.039950676644649824,0.9731331617762746,1,100
0.48185198353603437,2.099834139482118,2,5
0.6556216108349913,2.391691426186923,2,10
0.6955687893915181,1.7192564322070996,2,25
0.02242660292104039,2.299751788368667,2,50
-0.1530180962814494,1.879546683993249,2,75
-0.06924050987145258,2.1743607822285407,2,100
0.729911712892317,1.0752545982159525,3,5
-0.37327947385897337,3.06733400442224,3,10
-0.10901957142584648,3.145003331167027,3,25
-0.14436511495150717,2.7096344710909763,3,50
-0.20656830203489665,2.8894943656919647,3,75
0.18650469691051724,3.458112323861826,3,100
1.466925273805285,2.7503109137795043,4,5
-1.488943104865032,3.2829470319789835,4,10
1.164339704279704,3.112572023894609,4,25
-0.3796813973000097,3.9077237790757864,4,50
0.1777167918437115,3.6506432320533437,4,75
0.3755196528960378,4.170804974218848,4,100
0.6927026803939046,0.7484384392604626,1,5
0.3352950321994279,1.1408373121922524,1,10
0.18772904147335723,1.0463572912260137,1,25
0.21862882979498796,1.0272911170723964,1,50
-0.087686847828574,1.0257935503809397,1,75
0.05154273205853513,1.0287240827842963,1,100
-0.9819971335414943,1.4095648773174005,2,5
1.5473659100971442,1.8964705198392044,2,10
-0.24125577196046033,2.2923910820986286,2,25
0.0860176506103009,2.2759683448908623,2,50
-0.03193147506099284,2.0869441064249257,2,75
-0.23324116148724103,1.9630123522143557,2,100
-1.8556801381337256,1.4820056255020606,3,5
-0.69318247055053,3.059925626647602,3,10
0.806340177684312,3.4772293685350504,3,25
0.35266713244068343,3.0175012325854103,3,50
-0.016840320644063538,3.082175370026735,3,75
0.020326974574912914,2.865185200569883,3,100
-0.9730173361791139,3.205582433617809,4,5
0.7581825269571709,2.719338531709675,4,10
-1.552150039630944,3.5451225629251004,4,25
-0.553500263346361,3.7326165371458098,4,50
0.027060711581726654,4.1237729267420935,4,75
-0.9390808418655077,3.8921109113034627,4,100
0.35900717003999355,0.6271202394913351,1,5
0.5821228358312507,1.1643654905958103,1,10
-0.017452282047164605,0.9322078003184189,1,25
-0.138507798707064,0.8732032563780808,1,50
0.2061414702752637,0.8297900044921949,1,75
-0.030846183727746897,1.078486425720472,1,100
-1.061248021266876,1.2228933011922933,2,5
0.48757539883954426,1.3671189244603745,2,10
-0.28851664601205673,1.6949945028129778,2,25
0.18968479571922142,1.687664842916274,2,50
-0.36030964389210685,2.038884193668492,2,75
-0.08800880555063584,1.7512127262074502,2,100
1.192929043424376,2.274179204534448,3,5
0.9796031681355087,2.022983975405806,3,10
-0.2464584618515811,2.8654608991273562,3,25
0.16122271742624383,2.729412186503806,3,50
-0.07553079996338927,2.7885156645511033,3,75
0.11310628834778322,2.9249440573337826,3,100
-0.9579917845923794,2.915497108854379,4,5
1.4969702663554947,1.724647483111767,4,10
0.6535534570570247,3.7282708522002874,4,25
-0.09090097987791519,3.9954945199744563,4,50
0.42214099021885015,3.7084741171947666,4,75
-0.20813938540618282,4.320697344100308,4,100
0.31731087314582224,0.4749152526434063,1,5
-0.2245974869198859,0.7156033743200954,1,10
0.14647798101930576,0.8482792344022868,1,25
0.2284931503960246,0.8304825542555594,1,50
0.1328053099976379,1.0470795728557276,1,75
-0.05784424478080799,1.0903799340695097,1,100
0.44631678360456095,2.7090349943413496,2,5
-0.40448587574374095,1.8834386026527241,2,10
0.05163362310267902,1.6283300414099362,2,25
-0.12487949253227372,1.9708655662255299,2,50
-0.1548746802553079,2.065340890041262,2,75
0.08892180770635524,1.8165060210973025,2,100
0.43667871404627545,3.7887147424055594,3,5
0.7324209621985587,3.972911512503701,3,10
-0.11323358206136705,3.683995570874689,3,25
-0.5735456898307822,2.9765081763516155,3,50
0.04531061625618885,3.236599982235613,3,75
0.21825860272631403,3.0383870060910585,3,100
-0.041567868925631975,1.8352777417749169,4,5
-1.0891710892901767,3.9098920545919107,4,10
0.5703542763782035,3.6586968707733867,4,25
0.6300798133131128,3.3301560990703583,4,50
-0.5645617183763538,3.8826717987773014,4,75
0.43242344566243374,3.6501730859108745,4,100
-0.12481820084285676,0.878179901705701,1,5
-0.295653163070308,1.1422945740199384,1,10
-0.0532596943661911,0.7993468149567725,1,25
-0.04394835854316135,0.7823076887222044,1,50
0.0468949732052343,1.0090056923325392,1,75
0.07566666839702438,1.1124813651636942,1,100
-1.0553488247027896,1.3308938075961303,2,5
0.04806415205471562,1.3335778445034783,2,10
-0.21709035601452453,1.9823866057695345,2,25
0.012360227276803054,1.6108270300945158,2,50
-0.16383325493079717,1.8466643631065383,2,75
-0.1910373670492856,2.01744008033511,2,100
0.8684868085438205,3.238848046659949,3,5
-0.3985146681603523,2.894082722377789,3,10
0.37957744577421626,2.89541770487077,3,25
-0.5338887369305905,2.9213255073072215,3,50
0.2978276885318337,3.045603372460035,3,75
0.14163634075261833,2.8534393880607123,3,100
-0.6713611328159476,2.192270856312827,4,5
0.10412861878496528,2.401703625216007,4,10
-0.7976967855502171,2.8728332280741604,4,25
-0.7803584056324346,3.7087011753435997,4,50
0.05222518560996724,4.388441482320436,4,75
0.29808151195175087,3.9781787652769762,4,100
-0.9002969745511017,0.6032809265694026,1,5
0.33817347754472804,0.7984060956801342,1,10
-0.2664366303959612,1.0486393324886012,1,25
0.004937656634596519,0.8180010091446466,1,50
-0.01605489546996729,0.9045902590995694,1,75
0.22381133222952412,1.1427902577910576,1,100
-0.26358153330476275,1.333097425983333,2,5
-0.8697759272794703,1.6433890834584979,2,10
-0.001324414261399369,1.9704077689531005,2,25
0.10950739532709042,1.9624458581209185,2,50
0.1931997957078675,2.1195639585382127,2,75
0.2917656912119122,2.055867473947001,2,100
-1.3159422879007274,1.6138826301268256,3,5
1.1945045332406174,2.2928339989888635,3,10
-0.1903857628814887,2.5080788718769327,3,25
0.29176011406407265,3.0286906560436666,3,50
0.32089228723489216,2.7541576496259967,3,75
-0.47347157035256004,3.0772196812700727,3,100
2.4847037638537657,4.8790524349547955,4,5
-1.8766692693912792,4.564979331974976,4,10
0.6090327152705879,4.270195610441083,4,25
0.2973642999964152,4.395328066810174,4,50
-0.35414055357744734,4.533319868041145,4,75
-0.3058374837331942,4.244018523926211,4,100
-0.12498774046522121,0.7738863277700192,1,5
0.12679195389374562,0.7894782950624777,1,10
-0.09798488580378212,0.5477119281663143,1,25
0.11776141636463175,1.0055693983427145,1,50
0.01100478004911932,1.0164701335215567,1,75
0.02065308395744323,0.9757052553434561,1,100
-1.0874625021817368,2.098581154715616,2,5
-0.5234217824303428,2.0397649964912015,2,10
-0.10591906897607359,1.8899257294062415,2,25
0.3185223914362716,1.9132997086104298,2,50
0.10166538879275241,1.719094767794013,2,75
0.10022710398336533,2.247148316730406,2,100
0.4630523213051795,3.750258368488039,3,5
-0.6155158960697757,2.944749640366834,3,10
-0.28743542723386917,2.529108060339424,3,25
-0.493265023588903,3.2801012451978773,3,50
-0.7270839975390131,2.748585415973504,3,75
0.09741667152942293,2.841055171789229,3,100
0.38128455270198114,2.0229124727673486,4,5
1.3761289800866534,2.252931298792829,4,10
-0.9082766966773174,4.373991933447018,4,25
-1.0154863919871793,3.79471460689743,4,50
-0.22923575883709574,4.535231065555102,4,75
-0.13438196465140212,3.915047769466767,4,100
0.36929753494387957,0.6274547715798419,1,5
0.008156011593462967,1.157260862835762,1,10
0.24209023938892582,1.0843914009677973,1,25
-0.09269498182784557,1.2126553635482678,1,50
-0.0404875643966323,0.9727305871003102,1,75
-0.08651344112805187,1.0110244718563233,1,100
-0.3007946833517975,1.4758509844463563,2,5
-0.71102350857109,2.294743273034692,2,10
0.4253290062100854,1.5786561621927833,2,25
-0.01105985491303816,1.9772963164112305,2,50
-0.023855197615922412,1.9448700032196942,2,75
-0.3280730213281471,2.043455637936928,2,100
1.682067139489575,1.947430716932014,3,5
1.0949727456409182,2.3973082322696437,3,10
0.754604791880862,2.6159576328857215,3,25
0.6310413223486184,3.3143308720991045,3,50
-0.2588639025401801,3.014729787207034,3,75
0.600505928323196,2.9285079658685396,3,100
-1.8477765481553456,2.498224826706382,4,5
-0.27032184112539615,3.1855528612624537,4,10
-0.5509667529515369,3.2837591619545963,4,25
-0.1746721684731804,4.472905184591605,4,50
-0.19628587305778578,4.065276965839439,4,75
-0.44975127097445,4.601315013811993,4,100
-0.22488644517101558,0.6995178785952099,1,5
-0.1933464761360721,1.0396739031278543,1,10
-0.4063884016942664,0.9354321285782714,1,25
-0.13214216694022268,0.9984772141590895,1,50
-0.2982480861453145,0.9642607284191302,1,75
0.05625738916419239,1.0216666709670332,1,100
-0.570112784032416,1.2564284428337698,2,5
-0.4363853675778969,1.9861064849770642,2,10
0.08862820774083882,2.207055240464978,2,25
-0.08172674681991435,1.7624108381103736,2,50
-0.3559804027638178,2.123524741210712,2,75
-0.06823248809450981,2.190537751967532,2,100
0.5146129809858626,2.4944905225065255,3,5
1.707279039503786,2.650925511215564,3,10
-1.1990516038225925,2.70098151566399,3,25
0.17477641963478951,2.8147476948049173,3,50
0.25609876002225357,2.852920649170856,3,75
-0.03200131049379782,2.6957678535720335,3,100
-0.05558930367979291,3.1217812458568797,4,5
-0.36885735662654084,4.238305211183619,4,10
-0.0934990993111516,3.5400201959955684,4,25
0.3007233370751313,3.616519618027983,4,50
0.6871644946804747,4.125891609872637,4,75
-0.06743098674742351,3.7325145386991663,4,100
-0.5309284137440241,0.2817758938035544,1,5
0.3003653973950301,0.5533668285146415,1,10
0.06141260746635432,0.9173099258163626,1,25
0.1512420235947154,0.9907894893256418,1,50
0.09725087021833961,1.0940306132597473,1,75
-0.025302293443724238,0.9980374659701134,1,100
-0.10109950677433613,1.664580660849607,2,5
-0.005430438676558833,2.146457661378008,2,10
0.20242032082751324,1.9239672880852599,2,25
-0.29988453093683465,1.7584179262485131,2,50
-0.10361447924929157,1.8767118448637476,2,75
-0.0726727374203629,2.007496572424498,2,100
-0.1743208730524213,2.596397789454658,3,5
-0.9013800397762697,2.846356727587773,3,10
0.5537685720802971,3.2017480996124528,3,25
-0.4504698675067651,3.20030087715568,3,50
-0.43280247293200996,3.222620517684881,3,75
-0.086316234745417,2.79594088012895,3,100
2.63853486142703,4.4979832754929285,4,5
-0.2910542214626892,3.150245211147615,4,10
0.16973342104467154,4.797383150568066,4,25
0.8217995133003582,4.159354019616514,4,50
-0.1593654591939413,3.8657512049976535,4,75
-0.2350460211255268,3.6095348845236925,4,100
0.4634847494642593,0.8518455957015258,1,5
-0.4787505479419237,1.2772422070988039,1,10
-0.17874070547087612,1.1507678014800653,1,25
-0.1398880841476069,0.8878084212382447,1,50
0.12737089766524073,1.2329244264758015,1,75
0.07425231667798382,0.9510262712769721,1,100
1.4530635093276956,1.6050587239227738,2,5
0.1884862669976422,2.193264746590283,2,10
0.01938400051756069,1.3757504700273633,2,25
0.07751362755661743,1.8500789911748146,2,50
0.1575130985647768,2.0669216075041277,2,75
-0.12525510616051283,2.0674466581373516,2,100
-1.6930568142984632,1.8960724948530583,3,5
-0.7903574508614855,2.0937464803224466,3,10
0.048598352442548634,3.2366697554360466,3,25
-0.037051122936828856,2.8763488580964,3,50
-0.5516104500595269,3.1856336799588485,3,75
-0.4894793185405449,2.670213772263378,3,100
-3.6232010908066865,3.285365744368468,4,5
-1.378756316451673,4.230417381710273,4,10
-0.19155178175314957,4.204019117400914,4,25
0.14456797944432825,4.747709112951034,4,50
-0.09509316997136955,3.674094300711298,4,75
0.6883947603336664,4.327588533327393,4,100
-0.15739628151447208,0.504630250620033,1,5
0.04383950435767403,0.5792226518385182,1,10
0.13841339186801552,1.0415212050877014,1,25
-0.03513359457067605,0.9909178471226594,1,50
-0.05706649393318015,1.12227182966758,1,75
-0.06881537152008353,1.0420002264854418,1,100
0.6425361211877312,1.8445044484105892,2,5
0.07527402038080537,1.5359162237493473,2,10
-0.06128338791450096,2.143243426291315,2,25
-0.48535341156339346,1.90975059079508,2,50
0.026024953416344112,2.120122874223853,2,75
0.05839407937601126,1.8768515616422519,2,100
-2.614472047617898,2.6273748554420253,3,5
-0.8064604687475392,2.2975435763066336,3,10
-0.5658705988578746,2.0236766870344582,3,25
0.28132832204500924,3.2878978468130304,3,50
0.15196014356426857,2.814718594538358,3,75
-0.18035896320070716,2.6090077339315023,3,100
0.71728891347775,3.195149283970657,4,5
-1.515112563573027,2.2459901947684644,4,10
0.09458740191789575,5.156246474851134,4,25
0.1750649846508172,3.9595808514772255,4,50
-0.38686209788677883,4.435366223149293,4,75
-0.0014883451629420404,4.087287355132867,4,100
-0.6084130574471878,0.4269140761184046,1,5
0.002283537166756052,1.1248375841819547,1,10
-0.37771178485277934,0.7206717492036581,1,25
-0.04884297439317142,0.8115723141981166,1,50
-0.06155430142733601,1.0581347642865948,1,75
-0.25052419530216474,1.083538432892261,1,100
0.9811604034155604,2.007851064018905,2,5
0.010604223795234279,1.7409120206721131,2,10
0.3454966430901544,2.018394412632915,2,25
0.10838377134641553,1.703018883187906,2,50
0.22711639557965035,2.007564095652196,2,75
0.04494874924421226,1.9358604282140737,2,100
2.0614295438475283,1.6949307199908112,3,5
-2.059811305342422,2.072137150696844,3,10
0.11293706924188726,3.1704878550663147,3,25
0.02005185579910025,3.1927432470296497,3,50
0.2694291198104106,2.549465217468559,3,75
-0.05959010042987267,2.8797162476639198,3,100
2.7610079736044937,3.402900200370879,4,5
0.3428045796899831,4.08315678987492,4,10
-0.4381564744802767,3.3835042126329804,4,25
0.3139678559918694,3.159773227023414,4,50
0.8971970276165407,3.6917829906454154,4,75
-0.1372276064445041,3.678601840690685,4,100
0.2535903415520367,0.6643018512318886,1,5
-0.08715821810896314,0.6905107189624702,1,10
0.0740436164109261,1.076149834317039,1,25
0.019049442374468158,0.7347732795721749,1,50
-0.05715054189060092,0.9896700330216652,1,75
0.01833937271923007,0.8891543218824558,1,100
0.030881664156912896,1.9784545838832868,2,5
-0.64076044038642,1.50908883137091,2,10
0.06746101528406062,1.7257228642702107,2,25
0.3041427800220385,2.125613022386381,2,50
0.11357696065679113,1.9553065177751703,2,75
0.33204181489563744,2.098300152264345,2,100
-1.1399068817230746,1.828214786924679,3,5
0.1037070114354711,2.5342475315828787,3,10
-0.15162390261102798,2.1766907514222114,3,25
-0.6212474401007078,3.139099470735894,3,50
-0.3799267918625013,3.175727159483371,3,75
0.28434242101793505,3.1672910376779364,3,100
0.024479429049541018,3.372774026524808,4,5
-1.175349374988583,3.689099497636203,4,10
0.17306457310915035,3.8624967765063083,4,25
-0.31246955275419197,4.252067896180965,4,50
-0.4545323101803661,3.865829511312768,4,75
-0.043416870552755366,3.8013466376618483,4,100
-0.29241256306250274,0.7568888994711027,1,5
-0.22948423819553504,0.7193794159575755,1,10
0.4028795589272561,0.8990028260913971,1,25
0.11456362093172665,0.8125685091509578,1,50
-0.05756039084838088,1.0151210627721379,1,75
-0.02896999097918251,1.0811918871409918,1,100
-0.7799058186253388,0.9458775027411641,2,5
0.19885350796393975,1.6908143140492036,2,10
0.864656566781923,2.1309545405558294,2,25
-0.24191473881146633,2.150435081470096,2,50
0.4088267142651597,1.8723023684928188,2,75
0.011718765273689343,1.880733040720225,2,100
-0.876704289221198,1.813742760060225,3,5
1.2812463358044663,3.3263939410448087,3,10
-0.23520415144084983,2.7894803614528447,3,25
-0.6307562831359557,2.7848050176940164,3,50
0.18767005287853517,3.365558417201555,3,75
-0.03517903697804786,2.9269826189963046,3,100
-1.8108391973379214,2.537099890406898,4,5
-2.1647406651412915,3.8112140863277104,4,10
0.38263145320233927,3.6900215036395854,4,25
-0.1801898417063051,4.10803949770052,4,50
0.0810388859745737,3.618911506030552,4,75
-0.28923033572186124,4.410454685770171,4,100
0.3540406653275368,0.9469341372192945,1,5
0.23279697255056742,1.2319745492510266,1,10
-0.04777377686887003,0.8662151441392558,1,25
0.13082320301031053,0.9060123558597566,1,50
0.1640712633934975,0.8510180025477102,1,75
-0.08062899331143383,0.9834480480276264,1,100
-0.22172848522750535,1.5114884258302481,2,5
-0.00403010379523128,1.9443341386504476,2,10
0.07613323605619288,1.7784927739761769,2,25
-0.2636609942652296,2.657517619268037,2,50
0.23868917264044215,1.7793471472337845,2,75
-0.07857394107104579,2.0851814078988813,2,100
-0.24150916872313355,2.600624796989723,3,5
0.17053637829667354,1.9951433918911794,3,10
-0.9031300350616236,2.671160638520087,3,25
0.5491074733389828,3.120454346869199,3,50
-0.35246641495358616,3.0302417567540685,3,75
-0.004754497553222597,2.786766552337213,3,100
-3.074994748752345,1.0865218997063621,4,5
1.1846664258837436,4.08926750879929,4,10
-0.05609921440409375,3.8538625471626844,4,25
-0.37769627871457456,3.988289633073146,4,50
-0.8011380066424826,4.326026300060255,4,75
-0.4321813903399747,4.279321288238865,4,100
0.2862239697208674,0.9604702451207916,1,5
0.18319638195880478,0.9212782561469344,1,10
-0.16210635123060474,1.2135959886600647,1,25
-0.0031471281232245615,0.8864754442510999,1,50
0.10528608114654991,1.0692735854554485,1,75
-0.1828546231289928,1.0355186598053334,1,100
1.1265053339186148,2.7442020563990814,2,5
-0.9303851068974387,1.749323158839379,2,10
0.249026812189515,2.167466827063512,2,25
0.16661745278042808,2.243038121268162,2,50
-0.06725310815963986,1.9283147212176117,2,75
-0.045201528475537114,1.9676709088706277,2,100
0.6324358117458354,2.705930007829264,3,5
-0.7559675529366371,2.196783438062996,3,10
-0.21406989723618708,2.8457041095702156,3,25
0.19205071351070557,2.946817377326511,3,50
0.3465131623117562,3.550410578431192,3,75
0.3895706406909982,2.8655357185452335,3,100
1.2561603705089541,2.955864951628975,4,5
-0.493128791591152,4.077812680916393,4,10
0.5526948561564504,3.8983082633853026,4,25
-0.04409724698925767,4.110135223982071,4,50
0.2608125688275328,4.058753164118391,4,75
-0.038500868813724304,3.4954056275301495,4,100
-0.6705318973193557,1.0686845342947255,1,5
-0.1665712585365441,0.9306854163100999,1,10
0.1707064677055306,1.091090433557474,1,25
0.08520337133568237,0.994212940993657,1,50
0.01673904437223841,0.9336132530667016,1,75
-0.1542908917833255,1.1326005750199444,1,100
0.6243677472986744,1.8802767799512357,2,5
-0.9874667955340575,1.9501872428068103,2,10
0.11722269250385509,2.147178182536846,2,25
